Unnamed: 0,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,meal_time,calcium_magnesium_ratio,vitamin_c_e_ratio,saturated_unsaturated_fatty_acids_ratio,total_essential_amino_acids,total_carbohydrates,antioxidant_capacity,energy_density
48,"Butter oil, anhydrous",100,876,99,62,0.256,0.2,0.223,0.0,0.0,0.003,0.01,0.005,0.001,7.6725,0.084,0.0,0.0193,0.0,0.0,0,1e-06,0.001,0.0,0.0,0.28,0.28,8.6e-05,0.4,0.001,0.0,0.0,0.0,0.3,0.5,0.0,0.001,28,10,10,21,3,59,6,8,0,17,27,22,7,14,27,15,13,4,14,19,0,0,0,0,0,0,0,0,0,9948,61924,28732,3694,25.6,0,0,0.0,0.0,24,Supper,0.0,0.0,1,123,0,7.952500000000001,8
49,"Chicory, raw, witloof",100,17,1,0,0.0,0.2,0.0,0.0037,0.0,0.16,0.145,0.027,0.062,0.0725,0.0001,0.0,0.0,0.0,0.0,0,0.0,0.042,0.028,0.0,0.0,0.0,0.0,1.9,0.051,0.024,1.0,0.1,2.6,21.1,2e-06,0.016,90,0,66,0,0,0,0,15,0,54,39,35,5,22,0,0,25,16,0,41,400,31,0,0,0,0,0,0,0,10,24,2,44,0.0,0,47,0.0,0.0,9452,Breakfast,1.9,0.0,0,237,431,0.100502,0
50,"KEEBLER, Waffle Cones",100,424,53,9,0.0,14.9,0.0,0.0124,0.0,4.34,0.0,0.33,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.03,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.3,1.5,0.0,8.0,10.0,0.0,0.07,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8770,18,3160,0,0,0,0,0,0,530,860,1860,1350,0.0,0,0,0.0,0.0,200,Supper,0.0,0.0,0,0,11948,0.005,4
51,"KEEBLER, Waffle Bowls",100,424,53,9,0.0,14.9,0.0,0.0124,0.0,4.34,0.0,0.33,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.03,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.3,1.5,0.0,8.0,10.0,0.0,0.07,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8770,18,3160,0,0,0,0,0,0,530,860,1860,1350,0.0,0,0,0.0,0.0,200,Supper,0.0,0.0,0,0,11948,0.005,4
52,"Broccoli, raw, leaves",100,28,4,1,0.0,2.7,0.0,0.0071,0.0,0.638,0.535,0.119,0.065,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.159,0.932,0.0,0.0,0.0,0.0,4.8,0.045,0.088,2.5,0.229,6.6,32.5,3e-05,0.04,298,118,145,213,20,375,95,50,0,109,131,141,34,84,114,100,91,29,63,128,506,23,148,0,0,0,0,0,0,35,54,24,167,0.0,0,92,0.0,0.0,9069,Breakfast,1.92,0.0,0,747,677,40.932030000000005,0
53,"Durian, raw or frozen",100,147,53,0,0.0,0.2,0.0,0.0036,0.0,1.074,0.23,0.2,0.374,0.11,0.0002,0.0006,0.0023,0.0,0.0,0,0.0,0.316,0.197,0.0,0.0,0.0,0.0,0.6,0.207,0.043,3.0,0.325,3.9,43.6,0.0,0.028,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2709,38,0,0,0,0,0,0,0,533,0,0,0,0.0,0,112,0.0,0.0,6499,Lunch,0.19999999999999998,0.0,0,0,2747,0.307,1
54,"Tomatoes, raw, orange",100,16,2,0,0.0,4.2,0.0,0.0029,0.0,0.593,0.186,0.034,0.046,3.74,0.0075,0.0,0.0,0.0,0.0,0,0.0,0.06,0.16,0.0,0.0,0.0,0.0,0.5,0.062,0.047,0.8,0.088,2.9,21.2,4e-06,0.014,116,33,29,161,15,427,29,18,0,27,42,42,10,30,22,31,29,8,20,30,318,9,0,0,0,0,0,0,0,19,25,28,76,0.0,0,69,0.0,0.0,9478,Breakfast,0.625,0.0,0,218,327,3.9000040000000005,0
55,"Tomatoes, raw, yellow",100,15,3,0,0.0,2.3,0.0,0.003,0.0,1.179,0.11,0.047,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.056,0.09,0.0,0.0,0.0,0.0,1.1,0.101,0.049,1.2,0.12,3.6,25.8,4e-06,0.028,98,28,24,135,13,359,24,15,0,23,36,36,8,25,18,26,24,7,17,25,298,7,0,0,0,0,0,0,0,26,36,40,108,0.0,0,50,0.0,0.0,9528,Breakfast,0.9166666666666667,0.0,0,184,305,0.090004,0
56,"Egg custards, dry mix",100,410,64,2,0.258,28.1,0.0,0.003,0.0,0.32,2.238,0.412,0.145,0.5425,0.0063,0.0,0.0,0.0,0.0,0,0.000117,0.216,0.004,0.0,0.0,0.0,0.0,22.8,0.046,0.193,4.5,0.02,33.2,54.0,0.000166,0.105,690,341,361,681,130,1031,185,156,0,368,623,553,153,261,351,475,401,94,257,381,8280,0,0,0,0,0,0,0,0,640,2030,2400,850,25.8,0,220,0.0,0.0,170,Supper,5.066666666666666,0.0,0,2834,8280,0.546666,4
57,"Peanut flour, low fat",100,428,22,3,0.0,0.1,0.0,0.0133,0.0,11.499,1.543,0.172,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.304,0.0,0.0,0.0,0.0,0.0,13.0,2.039,0.474,4.8,4.231,50.8,135.8,7.1e-05,0.599,3380,1343,4042,4123,433,7063,2037,854,0,1188,2191,1213,415,1752,1492,1665,1158,328,1374,1418,3127,158,0,0,0,0,0,0,0,2190,3040,10866,6921,0.0,0,523,0.0,0.0,780,Supper,2.7083333333333335,0.0,0,9663,3285,7.1e-05,4
58,"Fish, smoked, haddock",100,116,1,2,0.077,76.3,0.923,0.0015,0.0,5.073,0.17,0.049,0.047,0.2,0.0024,0.0,0.0,0.0,0.0,0,0.00016,0.4,0.0,0.085,0.055,0.055,1e-06,4.9,0.042,0.14,5.4,0.03,25.1,41.5,0.000429,0.05,2523,1526,1509,2583,270,3766,1211,743,0,1162,2050,2317,747,985,892,1029,1106,283,852,1300,0,0,0,0,0,0,0,0,0,96,173,157,321,7.7,0,162,0.0,0.0,7148,Breakfast,0.9074074074074074,0.0,0,9950,0,0.255429,1
59,"DENNY'S, french fries",100,282,14,25,0.0,4.4,0.0,0.0015,0.0,2.717,0.61,0.048,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.22,0.016,0.0,0.098,0.098,0.000288,1.4,0.111,0.072,2.7,0.179,11.5,49.2,4e-06,0.046,341,111,182,747,30,505,101,50,0,121,192,141,40,151,111,131,111,50,91,303,3520,35,85,26,0,41,0,0,18,1413,2534,3408,6548,0.0,0,120,0.0,0.0,4605,Supper,0.5185185185185185,0.16326530612244897,0,1109,3640,0.11400400000000001,2
60,"Ground turkey, cooked",100,203,10,27,0.093,7.8,0.782,0.0007,0.0,8.724,1.193,0.211,0.077,0.1975,0.0024,0.0,0.0,0.0,0.0,0,0.000134,0.633,0.0,0.02,0.011,0.011,0.0,2.8,0.151,0.152,3.0,0.011,25.4,29.4,0.000311,0.311,2737,1706,1990,2647,290,0,1500,811,228,1227,2262,2452,806,1068,1213,1164,1258,312,971,1270,0,0,0,0,0,0,0,0,0,1040,2669,3458,2917,9.3,0,126,0.0,0.0,6207,Lunch,0.9333333333333332,0.0,0,10655,0,0.20881100000000002,2
61,"MURRAY, Vanilla Wafer",100,461,17,57,0.001,40.1,0.0,0.0088,0.0,2.6,0.0,0.23,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,8.4,0.0,0.0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7290,14,3150,0,0,0,0,0,0,1740,5700,3900,6600,0.1,0,0,0.0,0.0,410,Supper,0.0,0.0,0,0,10454,0.0,4
62,"WENDY'S, french fries",100,301,14,28,0.0,21.9,0.33,0.0,0.0,3.007,0.63,0.053,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.387,0.038,0.0,0.2,0.2,6.4e-05,1.6,0.159,0.093,3.3,0.271,12.6,62.5,8e-06,0.054,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3973,40,40,0,0,40,0,0,0,1410,2790,3195,7456,0.0,0,183,0.0,0.0,4062,Supper,0.4848484848484849,0.18999999999999997,0,0,4053,0.23800800000000003,3
63,"Bread, toasted, wheat",100,313,43,1,0.0,60.1,0.221,0.0086,0.002,6.25,0.456,0.382,0.439,0.0,0.0,0.0,0.0,0.0,0.005,0,0.0,0.153,0.002,0.0,0.024,0.024,5.7e-05,16.5,0.198,0.409,5.9,1.377,18.8,22.3,0.000334,0.147,1296,245,311,348,154,2060,262,150,0,258,461,215,105,315,682,310,299,92,165,310,5577,47,642,0,0,0,0,0,0,427,989,1019,1720,0.0,0,277,0.0,0.0,2423,Supper,2.796610169491525,0.08333333333333333,0,2055,6266,0.026334000000000003,3
64,"Danish pastry, cheese",100,374,22,68,0.023,41.7,0.201,0.006,0.0035,2.0,0.304,0.26,0.19,0.32,0.0035,0.0,0.0008,0.0,0.0038,0,2e-05,0.04,0.001,0.005,0.035,0.035,6.9e-05,3.5,0.089,0.18,1.5,0.351,10.8,9.8,0.000189,0.07,800,292,324,511,137,2021,239,205,0,371,644,430,174,402,717,428,293,89,293,412,3720,10,695,0,0,0,0,0,0,2190,6794,11313,2575,2.3,0,150,0.0,0.0,3140,Supper,2.3333333333333335,0.02857142857142857,0,2815,4425,0.356189,3
65,"Nuts, glazed, walnuts",100,500,36,36,0.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.129,0.0,0.0,0.0,23.2,0.0,0.0,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4759,36,3214,0,0,0,0,0,0,3571,3571,5357,25000,0.0,0,213,0.0,0.0,628,Supper,0.0,0.0,0,0,8009,0.0,5
66,"Spices, garlic powder",100,331,7,2,0.0,6.0,0.675,0.0047,0.0,0.796,0.743,0.141,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.654,0.012,0.0,0.067,0.067,4e-06,7.9,0.533,0.565,7.7,0.979,41.4,119.3,0.000239,0.299,1655,485,3365,1890,253,3658,525,263,0,414,728,768,111,525,1354,505,374,121,445,667,7273,90,243,31,0,7,0,0,205,73,249,115,178,0.0,0,354,0.0,0.0,645,Supper,1.025974025974026,0.1791044776119403,0,3708,7606,0.079239,3
67,"Oil, soybean lecithin",100,763,100,15,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.818,0.818,0.001839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,15005,10977,45318,0.0,0,0,0.0,0.0,0,Supper,0.0,0.0,0,0,0,0.818,7
68,"Egg, fresh, raw, yolk",100,322,27,96,1.085,4.8,8.202,0.0146,0.0,0.024,2.99,0.528,0.176,3.605,0.0381,0.0038,0.0088,0.0033,0.1094,0,0.000195,0.35,0.0,0.545,0.258,0.258,7e-06,12.9,0.077,0.273,0.5,0.055,39.0,10.9,0.00056,0.23,1586,836,1099,1550,264,1970,488,416,0,866,1399,1217,378,681,646,1326,687,177,678,949,359,0,56,7,7,18,7,7,7,2654,9551,11738,4204,108.5,0,171,0.0,0.0,5231,Supper,25.8,0.0,0,6354,415,3.86356,3
69,"Fireweed, raw, leaves",100,103,28,0,0.0,3.4,0.0,0.0112,0.0,4.674,1.356,0.137,0.033,8.995,0.018,0.0,0.0,0.0,0.0,0,0.0,0.632,0.022,0.0,0.0,0.0,0.0,42.9,0.32,0.24,15.6,6.704,10.8,49.4,9e-06,0.266,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922,106,0,0,0,0,0,0,0,275,0,0,0,0.0,0,254,0.0,0.0,7078,Breakfast,2.75,0.0,0,0,2028,9.017009,1
70,"Beef, pastrami, cured",100,147,58,27,0.068,107.8,0.816,0.0006,0.0,4.26,0.265,0.161,0.052,0.105,0.0002,0.0,0.0022,0.0006,0.0011,0,0.000187,0.221,0.003,0.01,0.012,0.012,7e-06,1.0,0.091,0.222,1.7,0.027,17.5,21.0,0.000177,0.498,2180,1303,1390,1955,277,3221,1306,684,225,976,1706,1812,558,847,1022,845,857,141,683,1065,36,0,10,1,0,0,0,0,0,582,2681,2118,145,6.8,0,340,0.0,0.0,6953,Lunch,0.5882352941176471,0.25,1,7962,46,0.12017699999999999,1
71,"Frankfurter, meatless",100,233,14,17,0.0,47.1,0.842,0.0078,0.0,3.137,0.784,0.833,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000235,0.078,0.0,0.0,0.192,0.192,0.0,3.3,0.706,0.141,1.8,0.0,34.4,9.8,7.4e-05,0.12,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,39,0,0,0,0,0,0,0,1373,1653,2540,5415,0.0,0,97,0.0,0.0,5800,Lunch,1.8333333333333333,0.0,0,0,809,0.192074,2
72,"Emu, raw, flat fillet",100,102,7,2,0.071,15.0,0.0,0.0012,0.0,6.786,2.484,0.414,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000612,0.582,0.0,0.0,0.022,0.022,0.0,0.3,0.205,0.5,3.1,0.028,22.9,24.0,0.000315,0.3,2225,865,1001,1936,161,2172,700,487,146,723,1228,1309,422,635,902,529,638,147,475,741,0,0,0,0,0,0,0,0,0,74,187,295,102,7.1,0,93,0.0,0.0,7540,Breakfast,0.0967741935483871,0.0,0,5843,0,0.022314999999999998,1
73,"Emu, raw, inside drum",100,108,15,4,0.067,10.2,0.0,0.0012,0.0,7.304,2.674,0.446,0.42,0.0425,0.0005,0.0,0.0,0.0,0.0,0,0.000226,0.626,0.0,0.0,0.022,0.022,0.0,0.4,0.205,0.523,2.6,0.028,22.9,31.8,0.000314,0.433,2222,864,1000,1933,160,2169,699,486,145,722,1226,1307,421,634,900,528,637,147,474,740,0,0,0,0,0,0,0,0,0,149,386,532,256,6.7,0,115,0.0,0.0,7473,Breakfast,0.15384615384615385,0.0,0,5834,0,0.064814,1
74,"Ice creams, chocolate",100,216,11,68,0.034,7.6,0.225,0.0016,0.0,0.226,0.554,0.194,0.042,1.04,0.0118,0.0,0.0019,0.0,0.0,0,2.9e-05,0.055,0.007,0.02,0.03,0.03,3e-06,10.9,0.135,0.093,2.9,0.14,10.7,24.9,2.5e-05,0.058,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2820,12,2536,0,0,0,0,0,0,1100,6800,3210,410,3.4,0,100,0.3,6.2,5570,Lunch,3.7586206896551726,0.23333333333333334,1,0,5368,1.077025,2
75,"Snacks, potato sticks",100,522,34,89,0.0,63.3,0.349,0.004,0.0,4.785,0.403,0.116,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.32,0.473,0.0,0.911,0.911,0.000221,1.8,0.315,0.227,6.4,0.423,17.2,123.7,8.1e-05,0.099,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5330,34,22,0,0,0,0,0,0,3440,8880,6160,17900,0.0,0,330,0.0,0.0,220,Supper,0.28125,0.5192096597145993,0,0,5386,1.384081,5
76,"USDA Commodity, salsa",100,36,2,0,0.0,43.0,0.0,0.0019,0.0,1.08,0.0,0.03,0.05,1.375,0.0028,0.0,0.0,0.0,0.0,0,0.0,0.149,0.04,0.0,0.0,0.0,0.0,1.2,0.096,0.224,1.6,0.0,3.0,27.0,4e-06,0.017,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,14,0,0,0,0,0,0,0,20,29,16,107,0.0,0,160,0.0,0.0,8970,Breakfast,0.7499999999999999,0.0,0,0,714,1.415004,0
77,"Figs, uncooked, dried",100,249,9,1,0.0,1.0,0.158,0.0009,0.0,0.619,0.434,0.082,0.085,0.025,0.0,0.0,0.0006,0.0,0.0032,0,0.0,0.106,0.012,0.0,0.035,0.035,0.000156,16.2,0.287,0.203,6.8,0.51,6.7,68.0,6e-06,0.055,330,134,77,645,36,295,108,37,0,89,128,88,34,76,610,128,85,20,41,122,6387,98,4792,2293,13,2479,0,0,7,93,144,159,345,0.0,0,186,0.0,0.0,3005,Lunch,2.3823529411764706,0.3428571428571428,0,642,11277,0.07200600000000001,2
78,"Game meat, raw, horse",100,133,46,14,0.052,5.3,0.0,0.0,0.0,4.6,0.0,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0003,0.38,0.01,0.0,0.0,0.0,0.0,0.6,0.144,0.382,2.4,0.019,22.1,36.0,0.000101,0.29,2139,1228,1401,2104,299,3116,1033,822,0,1014,1696,1823,473,879,994,817,959,265,670,1108,0,0,0,0,0,0,0,0,0,460,1440,1610,650,5.2,0,99,0.0,0.0,7263,Lunch,0.25,0.0,0,8217,0,0.010101,1
79,"Syrup, fruit flavored",100,261,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.003,0.1,0.002,0.0,0.1,4e-06,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6510,0,6500,0,0,0,0,0,0,2,0,0,0,0.0,0,6,0.0,0.0,3482,Supper,0.0,0.0,0,0,13010,4e-06,2
80,"Broccoli, raw, stalks",100,28,4,1,0.0,2.7,0.0,0.0071,0.0,0.638,0.535,0.119,0.065,1.0,0.002,0.0,0.0,0.0,0.0,0,0.0,0.159,0.932,0.0,0.0,0.0,0.0,4.8,0.045,0.088,2.5,0.229,6.6,32.5,3e-05,0.04,298,118,145,213,20,375,95,50,0,109,131,141,34,84,114,100,91,29,63,128,524,0,0,0,0,0,0,0,0,35,54,24,167,0.0,0,92,0.0,0.0,9069,Breakfast,1.92,0.0,0,747,524,1.93203,0
81,"Cream, cultured, sour",100,198,19,10,0.059,3.1,0.192,0.0006,0.0,0.093,0.472,0.168,0.02,1.1175,0.0124,0.0,0.0025,0.0001,0.0004,0,2.1e-05,0.041,0.009,0.0,0.038,0.038,1.5e-05,10.1,0.018,0.007,1.0,0.015,7.6,12.5,3.7e-05,0.033,244,116,117,262,29,673,76,92,0,163,322,275,78,157,310,191,142,42,152,195,463,0,341,0,0,0,341,0,0,1935,10140,4594,800,5.9,0,51,0.0,0.0,7307,Lunch,10.1,0.23684210526315788,1,1374,804,1.164537,1
82,"Gravy, canned, au jus",100,16,2,1,0.0,47.8,0.0,0.0002,0.0,0.9,0.02,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,1e-05,0.01,0.01,0.0,0.0,0.0,0.0,0.4,0.1,0.06,0.2,0.2,3.0,8.1,4e-06,0.1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,20,100,80,10,0.0,0,160,0.0,0.0,9450,Breakfast,2.0,0.0,1,0,250,0.010004,0
83,"McDONALD'S, Hamburger",100,264,10,35,0.027,49.4,0.0,0.0064,0.0,4.544,0.0,0.239,0.247,0.1375,0.0,0.0,0.0,0.0,0.0,0,8.3e-05,0.0,0.006,0.0,0.0,0.0,0.0,12.7,0.096,0.287,2.1,0.322,10.7,19.2,0.000262,0.195,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028,13,603,330,0,210,0,63,0,1009,3504,3768,1420,2.7,0,218,0.0,0.0,4453,Supper,6.0476190476190474,0.0,0,0,3644,0.14376200000000003,2
84,"Cheese, port de salut",100,352,28,17,0.123,53.4,0.154,0.0018,0.0,0.06,0.21,0.24,0.014,2.73,0.0315,0.0,0.0029,0.0,0.0,0,0.00015,0.053,0.0,0.0525,0.024,0.024,2.4e-05,65.0,0.022,0.043,2.4,0.011,36.0,13.6,0.000145,0.26,2378,790,827,1752,134,5349,485,686,0,1446,2482,1987,734,1323,2892,1357,876,343,1420,1707,57,0,57,0,0,0,0,0,0,2820,16691,9338,729,12.3,0,200,0.0,0.0,4545,Supper,27.083333333333336,0.0,1,10898,114,2.754145,3
85,SILK Original Creamer,100,100,67,0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0,667,0,0,0,0.0,0,38,0.0,0.0,8629,Breakfast,0.0,0.0,0,0,667,0.0,1
86,SILK Hazelnut Creamer,100,133,67,0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,2000,0,0,0,0,0,0,667,0,0,0,0.0,0,38,0.0,0.0,7295,Lunch,0.0,0.0,0,0,4000,2.0,1
87,"Soup, mix, dry, onion",100,293,3,1,0.0,803.1,0.284,0.0,0.0,1.472,0.854,0.274,0.279,0.0375,0.0001,0.0,0.0009,0.0,0.0027,0,0.0,0.582,0.034,0.0,0.013,0.013,1.4e-05,14.3,0.353,0.125,6.0,0.665,21.1,72.1,5e-05,0.112,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6507,66,465,0,0,0,0,0,0,34,89,67,164,0.0,0,2331,0.0,0.0,379,Supper,2.3833333333333333,2.615384615384616,0,0,7038,0.08455,2
88,"Mushrooms, raw, enoki",100,37,3,0,0.0,0.3,0.477,0.0048,0.0,7.032,1.35,0.2,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0.0125,0.001,0.001,0.0,0.0,0.107,0.115,1.6,0.075,10.5,35.9,2.2e-05,0.065,266,190,110,190,20,380,110,70,0,90,130,130,30,150,60,90,110,40,140,230,781,27,22,0,0,22,0,0,0,29,20,0,90,0.0,0,91,0.0,0.0,8834,Breakfast,0.0,0.0,0,910,830,0.0010220000000000001,0
89,Bacon and beef sticks,100,517,44,16,0.102,142.0,0.0,0.0002,0.0,4.867,1.06,0.285,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00019,0.5,0.0,0.0,0.0,0.0,1.6e-05,1.4,0.08,0.186,1.7,0.038,14.2,38.5,0.000261,0.323,2910,1480,1516,2073,262,3383,1641,699,0,971,1732,1824,593,868,1188,942,959,210,710,1083,80,0,80,0,0,0,0,0,0,4420,16000,21900,4300,10.2,0,430,0.0,0.0,2160,Supper,0.8235294117647058,0.0,0,8240,160,0.000261,5
90,"Salami, pork, Italian",100,425,37,13,0.08,189.0,0.0,0.0002,0.0,5.6,1.06,0.33,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00028,0.55,0.0,0.0,0.0,0.0,0.0,1.0,0.16,0.152,2.2,0.07,22.9,34.0,0.000254,0.42,2170,1336,1373,2095,289,3829,1553,614,0,1084,1625,1878,470,940,1336,903,1012,253,686,1120,120,0,120,0,0,0,0,0,0,3700,13100,18200,3600,8.0,0,550,0.0,0.0,3460,Supper,0.45454545454545453,0.0,0,8382,240,0.000254,4
91,"Crackers, whole-wheat",100,427,14,21,0.0,70.4,0.272,0.0028,0.0,4.63,0.832,0.021,0.182,0.0,0.0,0.0,0.0,0.0,0.0179,0,0.0,0.185,0.0,0.0,0.141,0.141,0.000272,3.6,0.42,0.334,11.0,2.152,33.1,34.5,0.000101,0.263,1058,393,480,543,228,3065,427,238,0,364,703,271,170,480,1004,461,301,141,194,465,6955,103,119,0,0,32,0,0,86,1413,2063,3248,6945,0.0,0,280,0.0,0.0,294,Supper,0.32727272727272727,0.0,0,2895,7177,0.14110099999999998,4
92,"Peanuts, raw, spanish",100,570,50,71,0.0,2.2,0.0,0.024,0.0,15.925,1.769,0.135,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.348,0.0,0.0,0.0,0.0,0.0,10.6,0.9,0.391,18.8,2.64,38.8,74.4,7.2e-05,0.212,2615,1039,3128,3190,335,5465,1576,661,0,920,1696,939,321,1356,1154,1289,896,254,1063,1097,1583,95,0,0,0,0,0,0,0,4960,7098,22325,17238,0.0,0,203,0.0,0.0,639,Supper,0.5638297872340425,0.0,0,7479,1678,7.2e-05,5
93,"Hominy, white, canned",100,72,9,1,0.0,34.5,0.031,0.0001,0.0,0.033,0.154,0.006,0.003,0.0025,0.0,0.0,0.0,0.0,0.003,0,0.0,0.005,0.0,0.0,0.005,0.005,2e-06,1.0,0.03,0.062,1.6,0.07,3.5,0.9,3e-05,0.105,148,107,68,115,33,299,52,45,0,58,202,33,31,76,138,65,50,8,56,77,1426,25,182,0,0,0,0,0,0,88,123,231,399,0.0,0,86,0.0,0.0,8253,Breakfast,0.625,0.0,0,535,1633,0.007529999999999999,0
94,"Game meat, raw, moose",100,102,7,2,0.059,6.5,0.0,0.0,0.0,5.0,0.0,0.27,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.5,0.067,0.321,2.3,0.008,15.8,31.7,9.6e-05,0.28,2224,1281,1438,2089,0,3602,972,747,0,1068,1957,2018,569,961,904,797,1021,0,819,1210,0,0,0,0,0,0,0,0,0,74,220,150,240,5.9,0,113,0.0,0.0,7555,Breakfast,0.2173913043478261,0.0,0,8804,0,0.040096,1
95,"Pears, red anjou, raw",100,62,1,0,0.0,0.1,0.051,0.0007,0.0,0.162,0.053,0.028,0.012,0.06,0.0001,0.0,0.0014,0.0001,0.0053,0,0.0,0.039,0.052,0.0,0.012,0.012,4.9e-05,1.1,0.07,0.019,0.7,0.056,1.3,12.3,1e-06,0.013,33,12,9,94,1,27,11,1,0,10,17,15,2,10,19,14,10,1,1,15,1494,30,954,648,0,274,0,0,26,14,0,0,0,0.0,0,35,0.0,0.0,8424,Breakfast,1.5714285714285716,4.333333333333333,0,80,2478,0.12400099999999999,0
